ticket_id,client_id,created_at,channel,product_module,plan,priority,status,resolution_time_hours,reopened,escalated,comment_text,true_root_cause
TCK-0007899,CLT-000754,2024-07-22T22:29:24,email,billing_core,starter,medium,resolved,9.21,False,False,Les remises disparaissent sur certaines lignes de factur.,DISCOUNT_RULES_ISSUE
TCK-0019519,CLT-000207,2024-07-22T23:25:13,chat,integrations,starter,medium,resolved,15.84,False,True,"Erreur 401/403 sur l'API, on ne comprend pas.",API_ERROR
TCK-0007558,CLT-001901,2024-07-23T00:11:50,email,billing_core,enterprise,medium,resolved,17.86,False,False,Aucune facture n'a été générée pour la dernière période.,MISSING_INVOICE
TCK-0007087,CLT-000646,2024-07-23T00:13:42,chat,billing_core,starter,medium,resolved,19.29,False,False,"Il manque une facture, pouvez-vous la régénérer ?",MISSING_INVOICE
TCK-0015063,CLT-001241,2024-07-23T00:13:57,chat,billing_core,starter,medium,resolved,23.87,False,False,Une facture a été générée en double pour le même client.,DUPLICATE_INVOICE
TCK-0011921,CLT-001678,2024-07-23T01:16:43,email,subscriptions,starter,low,open,8.58,False,False,"Je n'arrive pas à modifier l'abonnement, erreur.",SUBSCRIPTION_CONFIG_ERROR
TCK-0010894,CLT-000292,2024-07-23T02:09:16,email,tax_vat,pro,high,resolved,83.19,False,False,On dirait que le taux de TVA est incorrect sur certaines factures.,VAT_CALCULATION_BUG
TCK-0004679,CLT-000888,2024-07-23T02:12:14,email,billing_core,enterprise,medium,resolved,27.69,False,False,"Il y a un écart sur la facturation ce mois-ci, pouvez-vous vérifier ?",BILLING_AMOUNT_INCORRECT
TCK-0000888,CLT-001936,2024-07-23T03:02:04,email,tax_vat,starter,low,resolved,8.02,False,False,"Le total TTC est bizarre, on dirait un souci de taxes.",VAT_CALCULATION_BUG
TCK-0017695,CLT-001964,2024-07-23T03:26:49,chat,billing_core,pro,urgent,resolved,164.06,False,False,La clôture mensuelle échoue avec un message d'erreur.,MONTH_END_CLOSING_ISSUE
TCK-0005989,CLT-001205,2024-07-23T03:26:52,email,billing_core,pro,medium,open,22.37,False,False,On voit des doublons de factures dans l'historique.,DUPLICATE_INVOICE
TCK-0004327,CLT-000485,2024-07-23T03:28:56,email,billing_core,starter,high,resolved,29.7,False,False,Une facture a été générée en double pour le même client.,DUPLICATE_INVOICE
TCK-0016321,CLT-002317,2024-07-23T03:56:23,chat,billing_core,starter,low,resolved,9.55,False,False,Je ne reçois plus les notifications par email.,NOTIFICATIONS_NOT_SENT
TCK-0003229,CLT-001093,2024-07-23T04:25:56,chat,billing_core,enterprise,urgent,open,106.31,False,False,"La facture de juillet manque, je ne peux pas la télécharger.",MISSING_INVOICE
TCK-0018854,CLT-000955,2024-07-23T04:37:29,email,subscriptions,starter,medium,resolved,22.24,False,False,La configuration d'abonnement ne s'applique pas correctement.,SUBSCRIPTION_CONFIG_ERROR
TCK-0003902,CLT-001678,2024-07-23T06:00:14,email,subscriptions,starter,medium,resolved,16.87,False,False,Je n'arrive pas à trouver la fonctionnalité dans l'interface.,FEATURE_MISUNDERSTANDING
TCK-0005682,CLT-001378,2024-07-23T06:04:05,chat,subscriptions,starter,low,resolved,5.06,True,True,Où se trouve l'option pour faire exporter un rapport ?.,FEATURE_MISUNDERSTANDING
TCK-0015573,CLT-001952,2024-07-23T06:14:13,email,billing_core,starter,medium,resolved,21.25,False,False,Les notifications ne sont pas envoyées aux utilisateurs.,NOTIFICATIONS_NOT_SENT
TCK-0014840,CLT-000662,2024-07-23T06:40:39,email,tax_vat,starter,high,open,95.76,False,False,La TVA sur la facture ne correspond pas au taux paramétré.,VAT_CALCULATION_BUG
TCK-0004815,CLT-001262,2024-07-23T07:17:58,chat,subscriptions,pro,medium,resolved,20.99,False,True,"Je ne peux pas ajouter un utilisateur supplémentaire, pourquoi ?.",PLAN_LIMIT_CONFUSION
TCK-0005628,CLT-002396,2024-07-23T07:18:23,email,billing_core,pro,high,resolved,64.4,True,False,On voit des doublons de factures dans l'historique.,DUPLICATE_INVOICE
TCK-0002010,CLT-002428,2024-07-23T07:21:29,email,billing_core,pro,medium,resolved,28.76,False,False,"Il y a un écart sur la facturation ce mois-ci, pouvez-vous vérifier ?",BILLING_AMOUNT_INCORRECT
TCK-0010854,CLT-000818,2024-07-23T07:39:21,web,auth_access,starter,urgent,resolved,59.35,False,False,"Un utilisateur ne voit pas les factures, problème de permissions.",PERMISSIONS_ROLE_ISSUE
TCK-0009395,CLT-001281,2024-07-23T07:45:14,web,tax_vat,starter,medium,resolved,31.35,False,False,"Le total TTC est bizarre, on dirait un souci de taxes.",VAT_CALCULATION_BUG
TCK-0018172,CLT-001914,2024-07-23T08:02:23,web,billing_core,starter,high,resolved,52.37,False,False,Les remises ne semblent plus s'appliquer sur nos factures.,DISCOUNT_RULES_ISSUE
TCK-0002207,CLT-001432,2024-07-23T08:16:46,email,tax_vat,starter,high,resolved,134.42,False,False,La TVA sur la facture ne correspond pas au taux paramétré.,VAT_CALCULATION_BUG
TCK-0004143,CLT-002411,2024-07-23T08:22:43,email,billing_core,starter,medium,resolved,21.78,False,False,"La facture de juillet manque, je ne peux pas la télécharger.",MISSING_INVOICE
TCK-0002187,CLT-000864,2024-07-23T09:29:56,email,billing_core,pro,low,resolved,2.94,False,False,On voit des doublons de factures dans l'historique.,DUPLICATE_INVOICE
TCK-0019356,CLT-000569,2024-07-23T09:31:29,email,tax_vat,starter,medium,resolved,32.52,False,True,La TVA sur la facture ne correspond pas au taux paramétré.,VAT_CALCULATION_BUG
TCK-0001979,CLT-001282,2024-07-23T10:12:24,email,subscriptions,starter,high,resolved,27.18,False,False,"Le paramétrage initial semble incorrect, rien ne s'affiche.",ONBOARDING_SETUP_ERROR
TCK-0015623,CLT-002406,2024-07-23T11:08:47,email,billing_core,pro,medium,resolved,17.02,False,False,Le total facturé est incorrect par rapport à notre contrat.,BILLING_AMOUNT_INCORRECT
TCK-0010903,CLT-000395,2024-07-23T11:39:16,chat,billing_core,starter,medium,resolved,8.44,False,False,"La facture affiche un montant trop élevé, je ne comprends pas.",BILLING_AMOUNT_INCORRECT
TCK-0009140,CLT-000775,2024-07-23T12:01:14,chat,billing_core,starter,low,resolved,8.93,False,False,Aucune facture n'a été générée pour la dernière période.,MISSING_INVOICE
TCK-0019413,CLT-001355,2024-07-23T12:01:39,email,billing_core,pro,medium,resolved,13.72,False,False,Les remises ne semblent plus s'appliquer sur nos factures.,DISCOUNT_RULES_ISSUE
TCK-0005574,CLT-002374,2024-07-23T12:25:41,chat,billing_core,enterprise,high,resolved,53.07,False,False,"Erreur lors de la clôture mensuelle, on est bloqués.",MONTH_END_CLOSING_ISSUE
TCK-0006208,CLT-001438,2024-07-23T13:05:23,chat,reporting,enterprise,high,resolved,68.27,True,False,On voit des montants erronés dans les rapports.,REPORT_DATA_INCORRECT
TCK-0010472,CLT-001865,2024-07-23T13:07:27,chat,billing_core,pro,medium,resolved,18.85,False,False,La promotion/remise ne s'applique pas comme avant.,DISCOUNT_RULES_ISSUE
TCK-0007887,CLT-002190,2024-07-23T13:07:57,chat,billing_core,starter,medium,resolved,32.32,False,False,La promotion/remise ne s'applique pas comme avant.,DISCOUNT_RULES_ISSUE
TCK-0007177,CLT-000992,2024-07-23T13:28:55,email,billing_core,starter,low,resolved,14.12,True,False,L'application est très lente depuis quelues heures.,APP_SLOWNESS
TCK-0008125,CLT-001389,2024-07-23T14:30:28,chat,billing_core,starter,low,resolved,5.08,False,False,Aucune facture n'a été générée pour la dernière période.,MISSING_INVOICE
TCK-0017103,CLT-002014,2024-07-23T15:49:41,email,reporting,pro,high,resolved,15.67,False,False,L'export CSV est incomplet ou corrompu.,CSV_EXPORT_ISSUE
TCK-0014479,CLT-002471,2024-07-23T15:56:27,email,billing_core,starter,high,resolved,44.97,False,False,"Erreur lors de la clôture mensuelle, on est bloqués.",MONTH_END_CLOSING_ISSUE
TCK-0014223,CLT-002140,2024-07-23T16:01:11,chat,billing_core,starter,medium,resolved,28.56,False,False,Les remises ne semblent plus s'appliquer sur nos factures.,DISCOUNT_RULES_ISSUE
TCK-0005021,CLT-000127,2024-07-23T16:14:09,email,subscriptions,pro,high,resolved,38.86,False,False,"Je suis perdu sur le paramétrage, pouvez-vous m'aider ?",FEATURE_MISUNDERSTANDING
TCK-0007772,CLT-002161,2024-07-23T16:45:40,chat,subscriptions,pro,medium,resolved,16.25,False,False,Je n'arrive pas à trouver la fonctionnalité dans l'interface.,FEATURE_MISUNDERSTANDING
TCK-0010391,CLT-000770,2024-07-23T16:48:43,chat,billing_core,pro,high,resolved,11.51,False,False,"La même facture apparaît deux fois, merci de corriger.",DUPLICATE_INVOICE
TCK-0008209,CLT-000320,2024-07-23T17:07:51,email,subscriptions,pro,medium,resolved,10.5,True,False,Où se trouve l'option pour faire ajouter un utilisateur ?,FEATURE_MISUNDERSTANDING
TCK-0012054,CLT-000180,2024-07-23T17:21:47,email,billing_core,pro,medium,resolved,20.7,False,False,La clôtture tourne en boucle et ne se termine pas.,MONTH_END_CLOSING_ISSUE
TCK-0010013,CLT-002484,2024-07-23T17:40:17,chat,billing_core,starter,low,resolved,3.11,False,False,On voit des doublons de factures dans l'historique.,DUPLICATE_INVOICE
TCK-0015095,CLT-001671,2024-07-23T17:52:39,email,billing_core,pro,low,resolved,7.13,False,False,"Sur mobile, l'app plante au démarrage.",MOBILE_APP_ISSUE
TCK-0008985,CLT-001282,2024-07-23T18:03:55,web,subscriptions,starter,medium,resolved,16.08,False,False,"Une option est grisée, on dirait une limitation.",PLAN_LIMIT_CONFUSION
TCK-0010664,CLT-001420,2024-07-23T18:50:36,web,billing_core,pro,low,resolved,3.31,False,False,L'application est très lente depuis quelques heures.,APP_SLOWNESS
TCK-0012001,CLT-000973,2024-07-23T19:59:53,email,integrations,starter,urgent,resolved,207.28,False,False,"Notre appel API retoourne une erreur, ça marchait avant.",API_ERROR
TCK-0002377,CLT-001848,2024-07-23T20:39:16,email,billing_core,starter,low,resolved,5.01,False,False,"J'ai deux factures pour la même période, c'est normal ?",DUPLICATE_INVOICE
TCK-0018908,CLT-000862,2024-07-23T20:51:46,email,billing_core,pro,medium,resolved,8.13,False,False,Le montant de la facture ne correspond pas à ce qui était prévu.,BILLING_AMOUNT_INCORRECT
TCK-0019569,CLT-000653,2024-07-23T20:53:34,email,billing_core,starter,low,resolved,6.01,False,False,Le montant de la facture ne correspond pas à ce qui était prévu.,BILLING_AMOUNT_INCORRECT
TCK-0007480,CLT-000902,2024-07-23T20:57:55,chat,billing_core,starter,low,resolved,5.03,False,False,Le total facturé est incorrect par rapport à notre contrat.,BILLING_AMOUNT_INCORRECT
TCK-0011915,CLT-001896,2024-07-23T21:04:54,web,billing_core,starter,medium,open,10.37,False,False,Aucune facture n'a été générée poour la dernière période.,MISSING_INVOICE
TCK-0008614,CLT-000376,2024-07-23T21:09:21,web,billing_core,starter,low,resolved,5.52,False,False,Le montant de la facture ne correspond pas à ce qui était prévu.,BILLING_AMOUNT_INCORRECT
TCK-0019506,CLT-000955,2024-07-23T21:13:39,chat,billing_core,starter,high,resolved,32.46,False,False,"La facture affiche un montant trop élevé, je ne comprends pas.",BILLING_AMOUNT_INCORRECT
TCK-0010779,CLT-002274,2024-07-23T21:23:33,email,subscriptions,starter,high,resolved,48.61,False,False,Je n'arrive pas à trouver la fonctionnalité dans l'interface.,FEATURE_MISUNDERSTANDING
TCK-0019145,CLT-000668,2024-07-23T21:33:50,chat,auth_access,starter,medium,resolved,21.43,False,True,Je ne reçois pas l'email de réinitialisation.,PASSWORD_RESET_ISSUE
TCK-0008801,CLT-000407,2024-07-23T22:07:19,email,subscriptions,pro,medium,open,11.97,False,False,Le changement de plan n'est pas pris en cmpte.,SUBSCRIPTION_CONFIG_ERROR
TCK-0018155,CLT-000262,2024-07-23T22:20:10,email,billing_core,enterprise,medium,resolved,10.34,True,False,"On attend la facture depuis ce matin, toujours rien.",INVOICE_GENERATION_DELAY
TCK-0012599,CLT-000017,2024-07-23T23:00:19,chat,subscriptions,pro,medium,resolved,26.63,False,False,"Le paramétrage initial semble incorrect, rien ne s'affiche.",ONBOARDING_SETUP_ERROR
TCK-0007101,CLT-000333,2024-07-23T23:14:14,web,tax_vat,pro,medium,resolved,25.8,False,False,La TVA sur la facture ne correspond pas au taux paraamétré.,VAT_CALCULATION_BUG
TCK-0017190,CLT-000902,2024-07-24T00:30:34,web,billing_core,starter,medium,resolved,28.03,False,False,"Il manque une facture, pouvez-vous la régénérer ?",MISSING_INVOICE
TCK-0011655,CLT-002320,2024-07-24T01:00:37,email,billing_core,starter,low,resolved,3.32,False,False,La clôture tourne en boucle et ne se termine pas.,MONTH_END_CLOSING_ISSUE
TCK-0004120,CLT-001498,2024-07-24T01:23:07,chat,integrations,pro,low,resolved,5.71,False,True,"Notre appel API retourne une erreur, ça marchait avant.",API_ERROR
TCK-0017413,CLT-001477,2024-07-24T01:37:25,chat,subscriptions,starter,low,resolved,3.08,False,False,"Je n'arrive plus à créer de nouvelles factures, est-ce normal ?.",PLAN_LIMIT_CONFUSION
TCK-0005325,CLT-001749,2024-07-24T02:10:05,web,integrations,pro,urgent,resolved,127.21,False,False,Rien ne se met à jour entre Facturo et Stripe.,INTEGRATION_SYNC_BROKEN
TCK-0014224,CLT-000594,2024-07-24T02:14:34,web,billing_core,pro,high,resolved,52.69,False,False,"La facture de octobre manque, je ne peux pas la télécharger.",MISSING_INVOICE
TCK-0007738,CLT-001391,2024-07-24T03:28:40,web,tax_vat,pro,high,open,83.0,False,False,"Le total TTC est bizarre, on dirait un souci de taxes.",VAT_CALCULATION_BUG
TCK-0010719,CLT-002368,2024-07-24T03:49:45,email,billing_core,pro,high,resolved,109.76,False,True,"Grosse instabilité, ça coupe puis ça revient.",INFRA_INCIDENT
TCK-0000988,CLT-002178,2024-07-24T04:42:16,web,billing_core,starter,low,resolved,9.3,False,True,Les remises ne semblent plus s'appliquer sur nos factures.,DISCOUNT_RULES_ISSUE
TCK-0000166,CLT-001662,2024-07-24T04:56:56,chat,billing_core,starter,low,resolved,7.38,True,False,"Il y a un écart sur la facturation ce mois-ci, pouvez-vous vérifier.",BILLING_AMOUNT_INCORRECT
TCK-0006946,CLT-000835,2024-07-24T05:39:12,email,billing_core,starter,high,resolved,68.75,False,False,"La facture affiche un montant trop élevé, je ne comprends pas.",BILLING_AMOUNT_INCORRECT
TCK-0016348,CLT-002234,2024-07-24T06:22:00,chat,billing_core,starter,low,resolved,7.15,False,False,Je ne reçois plus les notifications par email.,NOTIFICATIONS_NOT_SENT
TCK-0015200,CLT-000460,2024-07-24T06:38:28,web,tax_vat,pro,high,resolved,118.54,False,False,On dirait que le taux de TVA est incorrect sur certaines factures.,VAT_CALCULATION_BUG
TCK-0005892,CLT-001799,2024-07-24T06:43:36,chat,tax_vat,starter,low,resolved,13.73,False,False,"Le total TTC est bizarre, on dirait un souci de taxes.",VAT_CALCULATION_BUG
TCK-0007951,CLT-002490,2024-07-24T07:00:44,email,reporting,pro,medium,resolved,14.19,False,False,Le rapport affiche des données incohérentes.,REPORT_DATA_INCORRECT
TCK-0004258,CLT-000436,2024-07-24T07:32:50,chat,auth_access,starter,low,resolved,8.56,False,False,"J'ai un message d'erreur à la connexion, je suis bloqué.",LOGIN_ISSUE
TCK-0017119,CLT-002026,2024-07-24T08:42:52,chat,billing_core,pro,medium,resolved,22.59,False,False,Les remises disparaissent sur certaines lignes de facture.,DISCOUNT_RULES_ISSUE
TCK-0013444,CLT-001328,2024-07-24T08:46:03,chat,integrations,starter,low,open,11.38,False,False,Depuis hier l'intégration avec Zapier ne remonte plus les paiements.,INTEGRATION_SYNC_BROKEN
TCK-0013199,CLT-001631,2024-07-24T08:49:58,chat,subscriptions,starter,medium,resolved,26.67,False,True,Le changement de plan n'est pas pris en compte.,SUBSCRIPTION_CONFIG_ERROR
TCK-0004912,CLT-000198,2024-07-24T08:50:34,chat,reporting,starter,medium,resolved,55.87,False,False,Le rapport affiche des données incohérentes.,REPORT_DATA_INCORRECT
TCK-0002572,CLT-002483,2024-07-24T09:23:54,email,billing_core,starter,low,open,2.91,False,False,"Il y a un écart sur la facturation ce mois-ci, pouvez-vous vérifier ?",BILLING_AMOUNT_INCORRECT
TCK-0008091,CLT-000246,2024-07-24T09:30:23,chat,billing_core,starter,low,resolved,3.55,False,False,Une facture a été générée en double pour le même client.,DUPLICATE_INVOICE
TCK-0002335,CLT-002460,2024-07-24T10:18:59,email,billing_core,pro,high,resolved,81.16,False,False,"On a des erreurs 500, l'outil ne répond plus.",INFRA_INCIDENT
TCK-0019397,CLT-001334,2024-07-24T10:47:27,web,billing_core,starter,medium,resolved,32.5,False,False,Les pages mettent longtemps à charger.,APP_SLOWNESS
TCK-0008513,CLT-001783,2024-07-24T11:01:18,email,billing_core,starter,high,resolved,45.05,False,False,Le montant de la facture ne correspond pas à ce qui était prévu.,BILLING_AMOUNT_INCORRECT
TCK-0007947,CLT-000262,2024-07-24T11:08:42,web,billing_core,enterprise,medium,resolved,31.53,False,False,Je ne trouve pas la facture du mois dernier dans l'outil.,MISSING_INVOICE
TCK-0010855,CLT-002074,2024-07-24T11:19:47,email,reporting,starter,high,resolved,42.61,False,False,Le rapport affiche des données incohérentes.,REPORT_DATA_INCORRECT
TCK-0011367,CLT-000093,2024-07-24T11:48:24,email,billing_core,pro,medium,resolved,14.35,False,False,La réduction négociée n'est pas prise en compte.,DISCOUNT_RULES_ISSUE
TCK-0016901,CLT-002086,2024-07-24T12:22:14,email,billing_core,starter,high,resolved,48.31,False,False,Aucune facture n'a été générée pour la dernière période.,MISSING_INVOICE
TCK-0008310,CLT-001951,2024-07-24T12:32:10,email,billing_core,starter,medium,resolved,15.77,False,False,"Il manque une facture, pouvez-vous la régénérer ?",MISSING_INVOICE
TCK-0004235,CLT-002084,2024-07-24T12:49:55,web,billing_core,enterprise,high,resolved,18.31,False,False,Les remises disparaissent sur certaines lignes de facture.,DISCOUNT_RULES_ISSUE
TCK-0005879,CLT-001137,2024-07-24T13:06:54,chat,billing_core,starter,medium,resolved,11.96,False,False,La promotion/remise ne s'applique pas comme avant.,DISCOUNT_RULES_ISSUE
TCK-0014153,CLT-000926,2024-07-24T13:39:10,email,reporting,starter,medium,resolved,51.62,False,False,Le raapport affiche des données incohérentes.,REPORT_DATA_INCORRECT
TCK-0017749,CLT-001675,2024-07-24T14:15:16,email,billing_core,starter,high,resolved,105.9,False,False,"Performances dégradées, impossible de travailler normalement.",APP_SLOWNESS
TCK-0005126,CLT-001363,2024-07-24T14:28:27,chat,billing_core,starter,high,resolved,28.42,False,False,Je ne trouve pas la facture du mois dernier dans l'outil.,MISSING_INVOICE
TCK-0000673,CLT-000432,2024-07-24T15:16:41,chat,billing_core,starter,low,resolved,5.06,False,False,Une facture a été générée en double pour le même client.,DUPLICATE_INVOICE
TCK-0013923,CLT-002018,2024-07-24T15:32:45,web,subscriptions,pro,urgent,resolved,71.24,False,False,"On atteint une limite, je ne comprends pas laquelle.",PLAN_LIMIT_CONFUSION
TCK-0011588,CLT-001157,2024-07-24T16:24:50,chat,auth_access,starter,high,resolved,24.97,False,False,Les droits utilisateurs ne sont pas corrects.,PERMISSIONS_ROLE_ISSUE
TCK-0011168,CLT-002419,2024-07-24T17:19:45,chat,tax_vat,starter,medium,resolved,46.62,False,False,La TVA sur la facture ne correspond pas au taux paramétré.,VAT_CALCULATION_BUG
TCK-0009105,CLT-000172,2024-07-24T17:36:05,chat,billing_core,enterprise,medium,resolved,14.26,False,False,"On a des erreurs 500, l'outil ne répond plus.",INFRA_INCIDENT
TCK-0009932,CLT-000876,2024-07-24T18:26:01,email,reporting,enterprise,high,resolved,41.92,False,False,Le reporting ne correspond pas à nos exports.,REPORT_DATA_INCORRECT
TCK-0018134,CLT-000330,2024-07-24T18:54:19,email,billing_core,pro,medium,open,30.87,False,False,Une facture a été générée en double pour le même client.,DUPLICATE_INVOICE
TCK-0000762,CLT-002052,2024-07-24T19:02:12,email,reporting,starter,low,resolved,10.2,False,False,Le reporting ne correspond pas à nos exports.,REPORT_DATA_INCORRECT
TCK-0000351,CLT-000522,2024-07-24T19:39:27,chat,tax_vat,starter,medium,resolved,33.64,False,False,"Le montant TTC ne colle pas, la TVA semble mal appliquée.",VAT_CALCULATION_BUG
TCK-0011860,CLT-000359,2024-07-24T20:04:54,web,billing_core,pro,urgent,resolved,73.03,False,False,La promotion/remise ne s'applique pas comme avant.,DISCOUNT_RULES_ISSUE
TCK-0015860,CLT-000111,2024-07-24T20:05:54,chat,billing_core,pro,low,resolved,5.98,False,False,Une facture a été générée en double pour le même client.,DUPLICATE_INVOICE
TCK-0000778,CLT-002207,2024-07-24T20:16:56,email,tax_vat,starter,low,resolved,8.48,False,False,La TVA sur la facture ne correspond pas au taux paramétré.,VAT_CALCULATION_BUG
TCK-0005254,CLT-000887,2024-07-24T20:33:55,chat,billing_core,enterprise,high,resolved,19.06,False,False,"On attend la facture depuis ce matin, toujours rien.",INVOICE_GENERATION_DELAY
TCK-0003631,CLT-000729,2024-07-24T21:06:03,email,billing_core,pro,medium,resolved,24.25,False,False,"La facture n'est pas encore générée, c'est bloqué ?",INVOICE_GENERATION_DELAY
TCK-0013331,CLT-001671,2024-07-24T21:14:55,chat,subscriptions,pro,low,resolved,3.97,False,False,"On atteint une limite, je ne comprends pas laquelle.",PLAN_LIMIT_CONFUSION
TCK-0015759,CLT-001437,2024-07-24T21:34:23,email,billing_core,pro,high,resolved,32.08,False,False,"La même facture apparaît deux fois, merci de corriger.",DUPLICATE_INVOICE
TCK-0006177,CLT-000701,2024-07-24T21:53:28,chat,billing_core,pro,low,resolved,5.55,False,False,"Sur iOS/Android, certaines pages ne s'affichent pas.",MOBILE_APP_ISSUE
TCK-0001671,CLT-001412,2024-07-24T22:09:13,email,billing_core,starter,low,resolved,5.32,False,False,Le total facturé est incorrect par rapport à notre contrat.,BILLING_AMOUNT_INCORRECT
TCK-0005244,CLT-001106,2024-07-24T22:27:37,email,tax_vat,starter,low,resolved,13.32,True,True,La TVA sur la facture ne correspond pas au taux paramétré.,VAT_CALCULATION_BUG
TCK-0007407,CLT-000752,2024-07-24T22:32:31,email,reporting,starter,high,resolved,33.15,False,False,L'export CSV est incomplet ou corrompu.,CSV_EXPORT_ISSUE
TCK-0019819,CLT-000561,2024-07-24T23:06:00,web,billing_core,starter,medium,resolved,42.75,False,False,Les remises ne semblent plus s'appliquer sur nos factures.,DISCOUNT_RULES_ISSUE
TCK-0007493,CLT-001348,2024-07-24T23:47:03,email,billing_core,starter,low,resolved,4.44,False,False,"On attend la facture depuis ce matin, toujours rien.",INVOICE_GENERATION_DELAY
TCK-0001722,CLT-000461,2024-07-25T00:07:13,email,reporting,starter,medium,resolved,25.29,False,False,On voit des montants erronés dans les rapports.,REPORT_DATA_INCORRECT
TCK-0019479,CLT-001068,2024-07-25T00:30:08,web,billing_core,pro,high,resolved,45.84,True,False,C'est lent et ça timeout parfois.,APP_SLOWNESS
TCK-0008860,CLT-002335,2024-07-25T01:42:51,email,billing_core,starter,high,resolved,16.14,True,False,Je ne reçois plus les notifications par email.,NOTIFICATIONS_NOT_SENT
TCK-0016437,CLT-002343,2024-07-25T01:43:21,web,subscriptions,starter,low,resolved,8.38,False,False,"L'abonnement semble mal paramétré, ça facture mal.",SUBSCRIPTION_CONFIG_ERROR
TCK-0002342,CLT-000988,2024-07-25T01:55:17,email,billing_core,pro,medium,resolved,22.22,False,True,Une facture a été générée en double pour le même client.,DUPLICATE_INVOICE
TCK-0007739,CLT-000405,2024-07-25T01:57:23,email,billing_core,enterprise,medium,resolved,19.99,False,False,"La même facture apparaît deux fois, merci de corriger.",DUPLICATE_INVOICE
TCK-0008896,CLT-002397,2024-07-25T02:11:22,chat,billing_core,starter,medium,resolved,50.06,False,False,On voit des doublons de factures dans l'historique.,DUPLICATE_INVOICE
TCK-0015909,CLT-001160,2024-07-25T02:30:47,chat,billing_core,pro,medium,resolved,52.15,False,False,Impossible de finaliser la clôture de fin de mois.,MONTH_END_CLOSING_ISSUE
TCK-0008048,CLT-002001,2024-07-25T02:56:10,web,auth_access,pro,medium,resolved,8.85,False,False,"J'ai un message d'erreur à la connexion, je suis bloqué.",LOGIN_ISSUE
TCK-0004786,CLT-001339,2024-07-25T02:59:50,email,tax_vat,pro,medium,resolved,24.72,False,False,"Le total TTC est bizarre, on dirait un souci de taxes.",VAT_CALCULATION_BUG
TCK-0002241,CLT-000669,2024-07-25T03:12:39,chat,subscriptions,starter,medium,open,18.98,False,False,"L'abonnement semble mal paramétré, ça facture mal.",SUBSCRIPTION_CONFIG_ERROR
TCK-0000996,CLT-000389,2024-07-25T03:25:41,web,subscriptions,starter,high,resolved,34.76,False,False,Je n'arrive pas à trouver la fonctionnalité dans l'interface.,FEATURE_MISUNDERSTANDING
TCK-0013106,CLT-001145,2024-07-25T03:30:02,web,billing_core,starter,medium,resolved,6.21,False,False,"J'ai deux factures pour la même période, c'est normal ?",DUPLICATE_INVOICE
TCK-0015836,CLT-001733,2024-07-25T04:04:20,email,billing_core,starter,medium,resolved,35.72,False,False,La promotion/remise ne s'applique pas comme avant.,DISCOUNT_RULES_ISSUE
TCK-0006886,CLT-002493,2024-07-25T04:40:54,email,billing_core,pro,high,resolved,34.6,False,False,"Impossble d'accéder à l'application, c'est en panne ?",INFRA_INCIDENT
TCK-0017670,CLT-001218,2024-07-25T06:10:12,email,subscriptions,pro,low,resolved,6.83,True,False,"Besoin d'aide pour le setup, on est bloqués.",ONBOARDING_SETUP_ERROR
TCK-0014376,CLT-001579,2024-07-25T06:16:26,chat,billing_core,pro,medium,open,26.63,False,False,"La même facture apparaît deux fois, merci de corriger.",DUPLICATE_INVOICE
TCK-0013125,CLT-001487,2024-07-25T08:44:37,email,billing_core,starter,medium,resolved,27.87,False,False,L'application est très lente depuis quelques heures.,APP_SLOWNESS
TCK-0001030,CLT-000871,2024-07-25T09:14:49,email,billing_core,pro,low,resolved,3.6,False,False,La génération de facture est très lente aujourd'hui.,INVOICE_GENERATION_DELAY
TCK-0004545,CLT-002443,2024-07-25T09:27:02,email,tax_vat,starter,medium,resolved,34.66,False,False,"Le total TTC est bizarre, on dirait un souci de taxes.",VAT_CALCULATION_BUG
TCK-0005132,CLT-001645,2024-07-25T09:49:47,web,billing_core,starter,medium,resolved,27.45,False,False,"Il manque une facture, pouvez-vous la régénérer ?",MISSING_INVOICE
TCK-0003904,CLT-001654,2024-07-25T10:08:53,email,billing_core,pro,medium,resolved,11.24,False,False,Je ne reçois plus les notifications par emai.,NOTIFICATIONS_NOT_SENT
TCK-0005467,CLT-001327,2024-07-25T10:25:33,web,subscriptions,starter,medium,resolved,20.85,False,False,"Je ne peux pas ajouter un utilisateur supplémentaire, pourquoi ?",PLAN_LIMIT_CONFUSION
TCK-0013284,CLT-001899,2024-07-25T10:59:16,email,billing_core,starter,low,resolved,4.84,False,False,Les pages mettent longtemps à charger.,APP_SLOWNESS
TCK-0018077,CLT-001435,2024-07-25T11:24:45,chat,billing_core,pro,medium,resolved,12.04,False,False,"Il manque une facture, pouvez-vous la régénérer ?",MISSING_INVOICE
TCK-0016356,CLT-001024,2024-07-25T11:31:29,chat,billing_core,pro,low,resolved,5.84,False,False,Les notifiations ne sont pas envoyées aux utilisateurs.,NOTIFICATIONS_NOT_SENT
TCK-0005006,CLT-001693,2024-07-25T11:33:02,chat,billing_core,pro,low,resolved,4.12,False,False,L'application est très lente depuis quelques heures.,APP_SLOWNESS
TCK-0008135,CLT-000598,2024-07-25T12:13:39,chat,subscriptions,starter,medium,resolved,8.37,False,True,Le changement de plan n'est pas pris en compte.,SUBSCRIPTION_CONFIG_ERROR
